filename,company,address,date,total,overall_status,json_output
X51006619704.jpg,KAWASAN BALAKONG,"LOT 1851-A 1851-B, JALAN KPR 4, 43300 SERT KEMBANGAN, SELANGOR",,53.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619704_result.json
X51006619757.jpg,"JALAN KAPAR, MUKIN KAPAR","LOT P.T. 33198, BATU 4 42100 KLANG, SELANGOR",,71.40,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619757_result.json
X51006619760.jpg,REDAIUBAT RUNCIT HONG,,,29.10,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619760_result.json
X51006619764.jpg,Hr iad Ft,,,,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619764_result.json
X51006619766.jpg,WR DTY SDN BHD,"LOT 1851-A 1851-B, JALAN KPB 4, 43300 SER] KEMBANGAN, SELANGOR",,60.20,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619766_result.json
X51006619779.jpg,Yam Fresh,"No.145G, Jalan Rimbunan Raya 1,",2016-07-31,,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619779_result.json
X51006619784.jpg,,,,,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619784_result.json
X51006619790.jpg,"TANAN SRI SEGAMBUT,","NO.2, JALAN UDANG SIAR 2,",19 Jul 2016,15.50,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619790_result.json
X51006619842.jpg,pen,,,,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619842_result.json
X51006619863.jpg,"JALAN KAPAR, MUKIM KAPAR","LOT P.7. 35198, BATU 4 42100 KLANG, SELANGOR",,2.11,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619863_result.json
X51006619869.jpg,"Persiaran Bandar Utama,","SST REG. NO. 000992739928 Lot $3i9A, 2nd Floor, 47300 Petaling Jaya. Malaysia",12/06/2016,30.20,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006619869_result.json
X51006620175.jpg,MR (M) SIN BHD,"LOT JALAN KPB 64, 44300 SERT SELANGOR",,1.54,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006620175_result.json
X51006620182.jpg,,,,,error,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006620182_result.json
X51006620192.jpg,"Persiaran Bandar Utama,","Lot S319A, 2nd Floor, 47800 Petaling Jaya. Malaysia",,10.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006620192_result.json
X51006620437.jpg,"JALAN KAPAR, MUKIN KAPAR","LOT P.T. 33198, BATU 4 42100 KLANG, SELANGOR",,15.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006620437_result.json
X51006647933.jpg,brs be axes,"1-G,JALAN 0S 1/3,0NE SELAYANG OFF JALAN RAWANG 68100 B,CAVES",28/05/2018,1.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006647933_result.json
X51006647984.jpg,Yavsar,"No. 72A, Jalan Universiti, 46200, Petaling Jaya, Selangor.",15/05/2018,64.50,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006647984_result.json
X51006733495.jpg,"JALAN KAPAR, MUKIM KAPAR","LOT P.T. 33198, BATU 4 42100 KLANG, SELANGOR",,20.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006733495_result.json
X51006828199.jpg,Pu Tien €M) SDN Bib,"Lot 2-25, Sunway Velocity Mal",12/10/2017,13.90,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006828199_result.json
X51006828200.jpg,Mig Vai ley,"Mid Valley City,",,20.37,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006828200_result.json
X51006828201.jpg,THE COFFEE BERN (daft,Mid Valley City. Lingkaran Syed Put,15/12/2017,39.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006828201_result.json
X51006856982.jpg,Guardian Health And Beauty Sun Bhd,Lot Basement Level 1 Jalan S821/60. Utena.,16/08/2017,110.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006856982_result.json
X51006857126.jpg,SKL DAMANSARA ENTERPRISE,"696, JALAN S$S$2140, SELANGOR.",,30.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006857126_result.json
X51006857132.jpg,"SRE FLR, AEON TAMAN MALURT SC",JUN TAMAN MALURT,09/07/2017,23.80,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006857132_result.json
X51006857137.jpg,TANAN BERKELEY,"LOT PLT. 2811, JALAN ANGSA, $1150 KLANG, SELANGOR",,48.74,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006857137_result.json
X51006857540.jpg,BECON STATIONER,"No.41G,JIn $821/60, Damansara Utama,47400 PJ, Selangor",,270.10,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006857540_result.json
X51006912959.jpg,an conn,"No. 23, Jalan Sutera Tanjung 8/3, Taman Sutera Utama Johor ,Malaysia.",09/05/2018,10.90,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006912959_result.json
X51006912976.jpg,BANDAR BARU PERMAS,"OT 214082111 JALAN PERMAS UTARA 81750, JOHOR BAHRU JOHOR",19/05/2018,71.10,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006912976_result.json
X51006912998.jpg,PREPAY CHIT NUMBER,"LOT PTD 101051 Jalan Permas 10/10 81750 Masai, Johor",,50.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006912998_result.json
X51006913018.jpg,"JLN JEJAKA, TAMAN MALURI","3RG FLR, AEON TAMAN MALURI St",11/05/2018,470.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006913018_result.json
X51006913032.jpg,Aosode Eom,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",10 May 2018,12.20,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006913032_result.json
X51006913060.jpg,UNIHAKKA INTERNATIONAL SDN BHD,".2, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",21 May 2018,8.20,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006913060_result.json
X51006913061.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",23 May 2018,9.20,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51006913061_result.json
X51007103597.jpg,"ota ""eh,","No 5, Jalan Kenari 2, Bandar Puchong Jaya, 47100 Puchong, Selangor",,10.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007103597_result.json
X51007103610.jpg,"BALAKONG,","iO) 1851-4 1851-8, JALAN KPB 5, SELANGOR",,5.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007103610_result.json
X51007103649.jpg,"KAWASAN PERINDUSTRIAN BALAKONG,","LOT 1851-A 1851-B, JALAN KPB 6, “= 43300 SER] KEMBANGAN, SELANGOR",,51.10,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007103649_result.json
X51007103668.jpg,HR SON BHD,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERI KEMBANGAN, SELANGOR",,27.20,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007103668_result.json
X51007103687.jpg,KOH OCY,"LOT 1851-A 1851-B, JALAN KPB 6, 43300 SERT KEMBANGAN, SELANGOR",,0.11,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007103687_result.json
X51007225406.jpg,UNIPHARM PHARMACY,"B12, Jalan SS 15/4,",,24.90,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007225406_result.json
X51007231274.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor 7",06 May 2018,7.30,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231274_result.json
X51007231275.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor",12 May 2018,6.60,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231275_result.json
X51007231276.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",02 May 2018,8.20,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231276_result.json
X51007231331.jpg,Apso Ln en Oe,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",11 May 2078,7.80,valid_with_warnings,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231331_result.json
X51007231341.jpg,"a, UNIHAKKA INTERNATIONAL SDN BHD","12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",03 May 2018,8.20,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231341_result.json
X51007231343.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor",04 May 2018,5.60,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231343_result.json
X51007231346.jpg,oO De Jelita Stesen Minyak,"81750, Johor Bahru",02/05/2018,60.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231346_result.json
X51007231364.jpg,Cerbang Alaf Restaurants San Bhd,"No.3, Jalan $$21/39,47400 Petal ing Jaya Selangor",76/05/2018,1.83,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231364_result.json
X51007231372.jpg,Global Food Empire Sdn Bhd”,"No. 27, Jalan Austin Height 8/4, Taman Mount Austin, 81100 Johor Bahru.",,38.35,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007231372_result.json
X51007339105.jpg,SANYO STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",05/04/2017,3.30,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339105_result.json
X51007339109.jpg,SANYO STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",27/03/2017,8.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339109_result.json
X51007339116.jpg,SANYO STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH ;U13/X 40170 SETIA ALAM",28/10/2017,21.90,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339116_result.json
X51007339119.jpg,SANYO STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",17/11/2017,2.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339119_result.json
X51007339121.jpg,SANYO STATIONERY SHOP,"NO. JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",12/09/2017,8.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339121_result.json
X51007339122.jpg,SANYO STATIONERY SHOP,"NO, 31G&33G, JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",14/10/2017,8.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339122_result.json
X51007339125.jpg,SANYO STATIONERY SHOP,"NO. 31G&:33G, JALAN SETIA INDAH 40170 SETIA ALAM",,8.70,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339125_result.json
X51007339127.jpg,SANYO STATIONERY SHOP,"NO. 31G8&33G, JALAN SETIA INDAH ;U13/X 40170 SETIA ALAM",24/10/2017,3.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339127_result.json
X51007339134.jpg,SANYO STATIONERY SHOP,"NO. 31G833G, JALAN SETIA INDAH ,U13/x 40170 SETIA ALAM",,8.70,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339134_result.json
X51007339159.jpg,SANYO STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH 40170 SETIA ALAM",16/12/2017,8.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339159_result.json
X51007339160.jpg,SANYO STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",21/12/2017,3.90,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339160_result.json
X51007339161.jpg,SANYO STATIONERY SHOP,"'NO. 31G833G, JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",29/11/2017,2.30,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339161_result.json
X51007339163.jpg,SANYO STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH ,U13/X 40170 SETIA ALAM",23/11/2017,10.89,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339163_result.json
X51007339638.jpg,ATK HUAT,ALAM) SOM,28/09/2007,40.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007339638_result.json
X51007391390.jpg,Super Ninety Nine SdnBhd,"No.3343, Ground Floor, Jalan 18/32, Taman Sri Serdana, BST Reg No: 001428234240",31/05/2018,3.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007391390_result.json
X51007433809.jpg,SYARIKAT KAM SEONG SDN BHD (Co,"No. NO. 1442, JALAN SK 11/5, SERI KEMBANGAN 43300 SELANGOR",,190.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007433809_result.json
X51007579714.jpg,NASI KANDAR PELITA,"CO REG NO:481477-P NO.2-1, JALAN KAMARUDDIN ISA",03/06/2018,61.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007579714_result.json
X51007579719.jpg,SOUP PORRIDGE,"LOT S1ONB S12NB,",,21.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007579719_result.json
X51007579725.jpg,THONG RECIPE,"JALAN 887/26, 47301 PETALING JAYA SELANGOR",27/06/2018,100.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007579725_result.json
X51007846266.jpg,"a) Pn ey OO) ae""","12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru; Johor",01 Jun 2018,8.76,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846266_result.json
X51007846268.jpg,Anboo,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",02 Jun 2018,0.00,valid_with_warnings,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846268_result.json
X51007846282.jpg,www moon lightcakecom,"No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya",02/08/2018,16.21,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846282_result.json
X51007846283.jpg,PEELS fh ef ae MD ra,"BRD FLR, AEQN TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI",03/06/2018,0.00,valid_with_warnings,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846283_result.json
X51007846288.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",06 Jun 2018,7.25,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846288_result.json
X51007846289.jpg,www moonl ightcake com,"No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya",07/06/2018,15.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846289_result.json
X51007846290.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",07 Jun 2018,8.19,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846290_result.json
X51007846303.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",08 Jun 2018,6.69,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846303_result.json
X51007846304.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",05 Jun 2018,7.52,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846304_result.json
X51007846310.jpg,ightcake,"No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya",18/06/2011,28.19,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846310_result.json
X51007846321.jpg,CHEF HENRY RIBS HOUSE,"4, Jalan Kebudayaan 1 Taman Universiti 81300, Skudai",05/06/2018,1835.85,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846321_result.json
X51007846355.jpg,"3RD FLR, AEON TAMAN MALURI SC","7 JLN JEJAKA, TAMAN MALURI",17/06/2018,50.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846355_result.json
X51007846358.jpg,OLD TOWN WHITE COFFE,"LOT NO Hypermarket Plentong No3, Jalan Masai Lama 81750 Masai. Johor Bahru",,28.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846358_result.json
X51007846360.jpg,TKANO HANDEL SDN BHD,"No. 33, Jalan Harmonium Taman Desa Tebrau 81100 Johor Bahru",09/06/2018,100.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846360_result.json
X51007846361.jpg,"Bandar Baru Permas Jaya,","NO.7G, Jalan Permas 11, 81750 Masai, Johor.",,102.40,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846361_result.json
X51007846371.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",13 Jun 2018,8.85,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846371_result.json
X51007846372.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",14 Jun 2018,10.17,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846372_result.json
X51007846379.jpg,"JUN JEJASA, TAMAN MALURI","3RD FLR, AEGON TAMAN MALURI SC",03/06/2018,0.00,valid_with_warnings,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846379_result.json
X51007846387.jpg,BOOK TALK (MUTIARA RINI) SDN BHD,"NO. 53 55, JALAN UTAMA 34, JOHOR.",21/6/2018,9.30,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846387_result.json
X51007846392.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",19 Jun 2018,8.46,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846392_result.json
X51007846396.jpg,Kob/o|,"No.3, Jalan $$21/39,47406 Petaling Jaya Selangor",24/06/2516,7.35,valid_with_warnings,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846396_result.json
X51007846397.jpg,UNIHAKKA INTERNATIONAL SDN BHD,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor",21 Jun 2018,0.00,valid_with_warnings,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846397_result.json
X51007846400.jpg,NAM SAN SEOUL KOREAN BBQ,"aN No 4, Jalan Permas 10/5. ee 81750 Johor Bahru, Johor.",19/06/2018,152.90,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846400_result.json
X51007846403.jpg,KSL City,"NO.33 Jalan Seladang Taman Abad, 80250 Johor Bahru, Johor",02/06/2018,13.70,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51007846403_result.json
X51008030561.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenagung 19/9, Seksyen 9, Bandar Mahkota Cheras,",,17.60,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008030561_result.json
X51008030563.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,6.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008030563_result.json
X51008042779.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,7.60,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008042779_result.json
X51008042780.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen Bandar Mahkota Cheras, 43200 Cheras, Selangor",,7.20,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008042780_result.json
X51008042781.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,1.90,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008042781_result.json
X51008042786.jpg,Garbang Alaf Restaurarits Sdn Bhd,"No.3, Jalan $$21/39,47400 Petaling Jaya Selangor",30/05/2018,50.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008042786_result.json
X51008042787.jpg,FISH FARM THAL RESTAURANT,"Comp. Reg, No. 928627-V 68000 Amapng, Selangor.",01/08/2018,412.90,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008042787_result.json
X51008099047.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,4.60,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008099047_result.json
X51008099086.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,7.20,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008099086_result.json
X51008099088.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,2.30,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008099088_result.json
X51008099090.jpg,RESTORAN WAN SHENG,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",,4.80,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008099090_result.json
X51008099100.jpg,PappaRich BMC,"NO.19 21 JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR DARUL EHSAN, MALAYSIA",,46.89,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51008099100_result.json
X51009008095.jpg,BOON SENG PAPER SDN BHD (1248717-W),"12, JALAN BUNGA TANJUNG, 40000 SHAH ALAM, SELANGOR",19/03/2018,31.80,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51009008095_result.json
X51009447842.jpg,PASARAYA BORONG PINTAR,"BR No.: (124525-H) NO 19-G&19-1&19-2 JALAN TASIK UTAMA 4,",14/03/2018,5.00,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51009447842_result.json
X51009453729.jpg,UAN HING STATIONERY SDN BHD,"NO.32 33, JALAN SR 19. SEKSYEN 9. TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR",,75.00,needs_review,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51009453729_result.json
X51009568881.jpg,HON HWA HARDWARE TRADING,"Company Reg. No. NO 37, JALAN MANIS 7, TAMAN SEGAR,",21/09/2017,10.40,valid,C:\Users\Administrator\Desktop\invoice-project\invoice_data\outputs\X51009568881_result.json
